taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
8035,2016-1-3 18:30:00,2016-1-3 18:45:00,180,0.7,,,6.0,6.0,5.0,0.0,0.0,0.0,5.0,Cash,,686.0,500.0,686.0,500.0
758,2016-1-13 15:15:00,2016-1-13 15:15:00,420,1.1,,792.0,32.0,8.0,6.75,1.0,0.0,0.0,7.75,Credit Card,107.0,18.0,610.0,419.0,615.0
4066,2016-1-4 12:15:00,2016-1-4 12:30:00,360,0.7,,,,,5.75,0.0,0.0,0.0,5.75,Cash,,,,,
6824,2016-1-4 17:00:00,2016-1-4 17:15:00,600,1.4,,16.0,8.0,32.0,8.0,2.0,0.0,0.0,10.0,Credit Card,82.0,167.0,754.0,18.0,610.0
5910,2016-1-13 18:15:00,2016-1-13 18:30:00,720,0.0,,792.0,28.0,8.0,7.75,0.0,0.0,0.0,7.75,Cash,107.0,411.0,545.0,419.0,615.0
105,2016-1-24 18:00:00,2016-1-24 18:30:00,1560,0.7,,,76.0,5.0,32.75,9.15,0.0,4.0,45.9,Credit Card,107.0,575.0,547.0,109.0,708.0
4110,2016-1-9 05:00:00,2016-1-9 05:15:00,960,4.2,,,6.0,14.0,12.45,0.0,0.0,0.0,12.45,Cash,92.0,686.0,500.0,441.0,771.0
2000,2016-1-25 16:45:00,2016-1-25 17:45:00,3420,18.0,,16.0,76.0,32.0,46.25,12.56,0.0,4.0,62.81,Credit Card,,225.0,6.0,18.0,610.0
6429,2016-1-28 10:30:00,2016-1-28 10:45:00,1320,9.5,,,,,25.25,0.0,0.0,0.0,25.25,Cash,,,,,
731,2016-1-5 09:30:00,2016-1-5 09:45:00,720,6.4,,,77.0,8.0,18.5,0.0,0.0,0.0,18.5,Cash,,556.0,288.0,599.0,346.0
5268,2016-1-10 18:30:00,2016-1-10 18:30:00,240,0.6,,911.0,8.0,8.0,5.0,0.0,0.0,1.0,6.0,Cash,,210.0,470.0,688.0,206.0
7106,2016-1-4 16:15:00,2016-1-4 16:15:00,0,0.0,,970.0,8.0,8.0,3.25,0.0,0.0,0.0,3.25,Cash,107.0,210.0,470.0,210.0,470.0
1924,2016-1-5 21:30:00,2016-1-5 21:45:00,600,0.2,,,8.0,33.0,11.25,2.0,0.0,1.0,14.25,Credit Card,107.0,599.0,346.0,438.0,199.0
6290,2016-1-26 09:00:00,2016-1-26 09:15:00,300,1.1,,16.0,28.0,32.0,6.25,0.0,0.0,0.0,6.25,Cash,101.0,411.0,545.0,18.0,610.0
1859,2016-1-26 06:15:00,2016-1-26 06:15:00,0,0.0,,,,,6.25,1.0,0.0,0.0,7.25,Credit Card,119.0,,,,
6692,2016-1-21 10:30:00,2016-1-21 10:30:00,660,2.0,,807.0,8.0,28.0,9.5,0.0,0.0,0.0,9.5,Cash,,688.0,206.0,411.0,545.0
1152,2016-1-13 14:00:00,2016-1-13 14:15:00,1380,0.9,,380.0,76.0,8.0,39.0,0.0,0.0,5.0,44.0,Credit Card,8.0,225.0,6.0,207.0,239.0
1513,2016-1-27 17:45:00,2016-1-27 17:45:00,360,1.0,,,,,6.0,2.0,0.0,0.0,8.0,Credit Card,,,,,
2785,2016-1-13 13:30:00,2016-1-13 13:45:00,360,0.7,,16.0,8.0,32.0,5.75,2.0,0.0,1.5,9.25,Credit Card,,754.0,410.0,18.0,610.0
6973,2016-1-6 07:45:00,2016-1-6 08:00:00,420,1.0,,959.0,8.0,8.0,6.5,0.0,0.0,0.0,6.5,Cash,,419.0,615.0,167.0,754.0
1715,2016-1-12 22:30:00,2016-1-12 22:45:00,720,5.2,,,,,16.0,3.2,0.0,0.0,19.2,Credit Card,,,,,
27,2016-1-15 07:15:00,2016-1-15 07:45:00,1860,0.0,,313.0,32.0,76.0,46.0,10.0,0.0,4.0,60.0,Credit Card,107.0,30.0,405.0,225.0,6.0
2802,2016-1-30 10:00:00,2016-1-30 10:00:00,480,2.2,,498.0,28.0,8.0,9.0,0.0,0.0,1.5,10.5,Cash,,411.0,545.0,413.0,636.0
4832,2016-1-9 20:30:00,2016-1-9 20:45:00,360,2.5,,792.0,24.0,8.0,9.25,2.0,0.0,0.0,11.25,Credit Card,,753.0,551.0,419.0,615.0
281,2016-1-21 16:45:00,2016-1-21 17:00:00,480,1.4,,380.0,32.0,8.0,7.25,0.0,0.0,0.0,7.25,Cash,107.0,18.0,610.0,207.0,239.0
192,2016-1-21 22:15:00,2016-1-21 22:30:00,660,2.8,,,6.0,22.0,10.75,2.15,0.0,0.0,12.9,Credit Card,82.0,686.0,500.0,604.0,668.0
3924,2016-1-5 23:00:00,2016-1-5 23:00:00,720,3.9,,,32.0,24.0,13.5,4.05,0.0,0.0,17.55,Credit Card,107.0,385.0,478.0,199.0,510.0
1055,2016-1-21 12:15:00,2016-1-21 12:30:00,480,1.0,,16.0,32.0,32.0,6.5,0.0,0.0,0.0,6.5,Cash,82.0,18.0,610.0,18.0,610.0
96,2016-1-12 11:45:00,2016-1-12 12:00:00,1320,17.83,,313.0,32.0,76.0,43.75,9.15,0.0,2.0,54.9,Credit Card,,18.0,610.0,225.0,6.0
4284,2016-1-10 02:00:00,2016-1-10 02:00:00,120,0.5,,1101.0,24.0,24.0,4.5,0.0,0.0,0.0,4.5,Cash,101.0,753.0,551.0,753.0,551.0
7769,2016-1-19 22:30:00,2016-1-19 22:30:00,240,0.9,,16.0,8.0,32.0,5.75,2.0,0.0,0.0,7.75,Credit Card,,754.0,410.0,18.0,610.0
5239,2016-1-30 04:00:00,2016-1-30 04:00:00,180,1.5,,,,,6.75,0.0,0.0,0.0,6.75,Cash,,,,,
6922,2016-1-11 19:30:00,2016-1-11 19:45:00,540,1.4,,970.0,32.0,8.0,7.25,2.0,0.0,0.0,9.25,Credit Card,,18.0,610.0,210.0,470.0
4167,2016-1-4 08:15:00,2016-1-4 09:00:00,2400,17.8,,313.0,8.0,76.0,45.25,9.0,0.0,2.0,56.25,Credit Card,107.0,294.0,113.0,225.0,6.0
8645,2016-1-3 20:00:00,2016-1-3 20:15:00,1140,16.9,,807.0,76.0,28.0,41.25,5.0,0.0,4.0,50.25,Credit Card,,225.0,6.0,411.0,545.0
5641,2016-1-15 10:15:00,2016-1-15 10:15:00,480,0.9,,16.0,28.0,32.0,6.5,0.0,0.0,0.0,6.5,Cash,,411.0,545.0,18.0,610.0
156,2016-1-19 12:45:00,2016-1-19 13:00:00,240,0.69,,,,,5.0,2.0,0.0,0.0,7.0,Credit Card,,,,,
4170,2016-1-19 08:30:00,2016-1-19 08:45:00,480,1.1,,504.0,8.0,32.0,7.25,3.0,0.0,0.0,10.25,Credit Card,,161.0,649.0,744.0,605.0
8422,2016-1-13 21:00:00,2016-1-13 21:00:00,180,0.5,,334.0,8.0,8.0,4.5,0.0,0.0,1.0,5.5,Cash,107.0,419.0,615.0,294.0,113.0
4918,2016-1-9 02:45:00,2016-1-9 03:00:00,300,0.0,,1108.0,6.0,6.0,5.75,2.0,0.0,2.0,9.75,Credit Card,8.0,606.0,617.0,573.0,341.0
923,2016-1-10 17:00:00,2016-1-10 17:30:00,1800,14.3,,,76.0,23.0,36.25,0.0,0.0,4.0,40.25,Cash,10.0,575.0,547.0,136.0,517.0
7504,2016-1-22 16:30:00,2016-1-22 16:30:00,420,1.14,,807.0,32.0,28.0,6.5,0.0,0.0,0.0,6.5,Cash,,744.0,605.0,411.0,545.0
